traffic_flow,throughput,bandwidth,bandwidth_deviation,end_to_end_delay,mean_latency,energy_consumption,packet_loss,generalized_entropy,gid,projected_entropy,label
437.0861069626262,133.30981797737883,33.55351153623154,0.0672702994208898,2.902779803589605,0.22713598412484892,35.93027816311288,0.007759890945777493,0.661531224633654,0.03881071695789583,0.9135780114026949,0
955.6428757689246,293.85542632026113,32.22809191647998,0.07966813971913723,4.0466184135699335,0.26304604671875964,16.89545448420665,0.03735450564622587,0.05415282787271902,0.03749132017652511,0.525360481819498,0
758.7945476302646,442.8256261443837,91.5629122468933,0.0250467898792499,3.8247885559717796,0.43454632694098116,44.8957825341926,0.1662491610179885,0.2917611173600789,0.013830167946534307,0.7249102718360844,0
638.792635777333,379.50119888430254,32.45915798645555,0.062487409960699895,0.8541095329994911,0.20300197372695145,34.52464956276966,0.15335367126766716,0.43281076726125733,0.046902896196232,0.4360482979725878,0
240.41677639819287,412.9525165376524,34.47547535157679,0.05717459831437487,0.8313224017332221,0.44134235816547707,16.28815534227817,0.07012853829142938,0.8701161549529195,0.03273888808627278,0.6300345775424382,0
240.3950683025824,346.4525150198228,78.34584361761674,0.08328303767882711,1.4140544019500754,0.08966049393951117,48.49352229924827,0.07536212555484251,0.8701380677395426,0.02454902084542737,0.3405759374211187,1
152.27525095137952,361.52445403303363,50.4765858205486,0.09060870604812606,1.8692661590710826,0.39955929674388385,30.734618533412824,0.1067108867107159,0.9561930418187523,0.040261543339812265,0.30115901978544535,0
879.5585311974417,432.1380432043937,79.9039501259663,0.0012156771477386807,2.101432348901565,0.43139643487463136,12.915938074866201,4.8200937026909867e-05,0.14682062324501088,0.020294618336065363,0.5782297861695137,0
641.0035105688879,162.35060398663367,15.882954180794671,0.06740199190587927,3.430516362483392,0.13181794377680245,35.07331617660269,0.04824886720760557,0.4302420046866934,0.03774039348185282,0.49812967418398035,1
737.2653200164409,270.2412336394132,53.88140743060459,0.005183579911972902,0.37773411761259346,0.2436559395674902,20.127956280512407,0.04164636172164289,0.31729874322239715,0.01158844830288989,0.5795363691499811,1
118.52604486622221,149.54424881882102,13.025224016495436,0.054885866507735595,0.26989625070772527,0.12447489859864504,42.1477380750921,0.050096589349952696,0.9872297148062787,0.04357632150437088,0.286660581287023,1
972.9188669457949,494.45060359849117,15.638788310981907,0.028763272904367823,2.0203617584251545,0.367971858047398,42.712882942647624,0.1611811685066883,0.03297711280772608,0.027926833880852743,0.36695783181699526,1
849.1983767203795,474.826702858976,91.57937080099698,0.030677659952214123,3.5161020914761045,0.29090649562774556,49.15789423418647,0.05593477130928864,0.18351674460809264,0.03546771657431767,0.08389796062890931,1
291.10519961044855,67.74206511582766,22.532083400583566,0.035295850345235656,1.0478331804867647,0.33589550601874446,30.074781240980148,0.03830426441002963,0.8181703344094521,0.018849512792267348,0.05227637227220572,0
263.64247048639055,367.5088276320598,57.91786140476954,0.062129244904961016,3.2433719581556337,0.13841913513029502,28.198275189109484,0.10085269215860632,0.8465019676253753,0.03708294850633792,0.25345712967301626,0
265.06405886809046,466.36174283704963,46.99860423406359,0.03340499656687692,1.3731578759074676,0.14528563792358878,40.13902421785922,0.1731290072745464,0.8450459542642066,0.04088961103573106,0.07424685933054576,0
373.8180186635839,131.2589053073001,41.26089936329584,0.07326990505902804,4.44182193318623,0.06867379647945787,15.298826253677063,0.04826994076749998,0.730535312786162,0.02892852747537595,0.1037747086347407,0
572.280788469014,305.57535374868326,90.98500111185452,0.04045273855738697,4.488880726906421,0.1949303908380784,31.87662055172497,0.01570724855855974,0.5095124324879401,0.034709076962471774,0.8129284053939371,0
488.7505167779042,461.9697339146188,11.964105709794055,0.006835320030995862,1.5567073009785,0.30188509760015375,31.849904005234038,0.07128094716993294,0.604112454072577,0.028253036952895945,0.0388736970166893,0
362.1062261782377,65.27569036360948,69.74107175580302,0.07837598424841073,1.2269693944198787,0.43607071129879793,13.578924912415488,0.14953036491299557,0.7431337481570747,0.04576365477031382,0.6589427939347428,0
650.6676052501415,363.83912026107794,96.70549907921954,0.028575832459270603,2.1153894631245334,0.3501173513564063,26.719363420276544,0.11013810893895892,0.41899963814077656,0.02991476722057277,0.2725577488154005,0
225.54447458683765,183.80705331764784,60.41513651156578,0.043276687959926265,1.278604767382729,0.24592834552988813,44.131391942688076,0.1633586739148695,0.885055639531265,0.04367234836115276,0.8715456807081264,0
362.93018368169635,465.9782879194387,94.31402158297827,0.06854438832219016,3.3946808321293482,0.478904051477362,44.246144879786414,0.1919184295218468,0.742249319899582,0.04205408233080995,0.48499228457749954,1
429.7256589643225,486.9762103244155,14.703209135742139,0.0332456157148712,4.147716954286599,0.3736603402591243,13.969506596787241,0.15853249535032343,0.6696365529091373,0.02642019285393426,0.30557645932782573,0
510.4629857953323,474.91992010104525,47.69139871667453,0.005658565614671563,3.3981514414649636,0.4685743412881475,13.628835309913235,0.12076061576875069,0.5797222924360501,0.019203379674299,0.5176389356894345,1
806.6583652537122,263.3963974958587,33.414201186584606,0.03739210470128136,4.139317191521813,0.28741458797247454,20.50781908007741,0.0986683176104761,0.23464878833811176,0.02624328530239084,0.3819580190452688,0
279.70640394252376,437.91919294519107,75.77388684826568,0.09444485826943035,2.0452615948166235,0.16650692365691283,44.99064250215974,0.008013817269653334,0.8299810581443471,0.04304869503100881,0.5643010646698302,1
562.8109945722504,430.04722934078166,98.31673814475221,0.06417343972985583,0.8659531564734182,0.0737720088641249,15.156103402939959,0.19686439576280826,0.5203382054997143,0.019105301432775695,0.11453286832634824,1
633.1731119758382,193.59521295946504,33.0877056199823,0.0671479148667207,3.715959642248202,0.3767381831677327,38.79987210509785,0.07669622451500852,0.4393345846751697,0.030977453834309977,0.9969905028125511,0
141.80537144799794,423.0119633678048,68.8757141326667,0.06322821536376398,1.8663250751936142,0.10458634910249036,14.046624784524129,0.03044564278337336,0.9659597733832606,0.042243869918429905,0.42555587769671754,0
646.7903667112945,66.65343562197168,27.82878694837661,0.01989921389594368,3.3892270436227494,0.18624880772238522,34.92551414991301,0.13334177107929135,0.4235127836005854,0.024139099005135153,0.34823063970736867,0
253.47171131856237,318.32144531692387,60.879722911444894,0.04183338641022802,1.426155315710652,0.2896119085477538,24.242691964765793,0.05685765781909187,0.8568838078464543,0.035688385480107894,0.7102098483162649,1
158.54643368675156,153.50397677946637,51.75392380195026,0.07509397983633183,0.4980252105526961,0.30398746450088643,41.55655851863468,0.11715565418620953,0.9502888190252697,0.019825262961952583,0.3638994064953325,1
953.9969835279999,104.25509859977547,97.48047966683833,0.010137289755315915,4.963650797890041,0.3202624386442112,19.347617953014545,0.11735358156891824,0.05616772507275147,0.014371177814726396,0.8332743050287577,1
969.0688297671035,84.62894073314412,64.76745454268199,0.027785277608971228,0.8653873888599365,0.1248148986573653,35.56807317559839,0.08914596418057384,0.03770038895388539,0.04177536900371426,0.45427072436042526,0
827.557613304815,363.3299491451629,41.455573487813695,0.027631910846585363,4.943262870421057,0.22088183216974194,19.4273013830354,0.16722372310900854,0.20957095201710219,0.013958744936348274,0.7195584132654349,0
374.15239225603364,202.94373369562976,20.268620639914005,0.043201892759450605,4.888671669575592,0.32773740220263503,38.54641132448615,0.05299341231108861,0.7301747777981421,0.020855255803183384,0.10745321644188655,1
187.90490260574546,376.1450471879427,23.612214586144113,0.09803687409421852,3.9897087091493946,0.48641848908520313,44.94712138242995,0.08972651832354683,0.9221573068746413,0.04420437687989761,0.8461191855551118,0
715.8097238609412,79.41035335952407,30.27852369561116,0.006750254668382194,3.3311725142017883,0.37743401196485993,15.072071965070402,0.1075384257181943,0.342651620804601,0.02385877148314669,0.7357179867781098,0
496.13724436564115,191.88065202377464,32.58699952062682,0.05187009943805951,2.9312545462303152,0.46517169069228104,44.66382754382014,0.13272494415345992,0.5958312884389116,0.04892181398056645,0.21171677846196568,0
209.83441136030095,292.77108156890176,86.5554452057024,0.017936468201221047,4.3438975723513895,0.3929954262413797,33.743010176571914,0.1567943701011179,0.9006704802793493,0.049189373390954395,0.14528600974578665,1
